cleaned_text,sentiment
"the number of permanent reductions of clerical workers is 22 employees , of which 19 in finland .",negative
"the objective is that trading in the shares will commence on may 2 , 2007 .",neutral
the online ice chart shows no ice in the area of estonia 's sea ports on the coast of the gulf of finland .,neutral
"the order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for plyfa 's hassela mill , central sweden .",neutral
the order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in july 2007 .,neutral
the order is included in metso 's fourth quarter 2007 order backlog .,neutral
the order is related to renewing the network of the telecommunications operator .,neutral
the orders are part of a long-term development plan of latvijas finieris .,neutral
"the orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 teus .",neutral
the other deal is for process cranes to the russian steel mill pntz in pervorouralsky through an order placed by turkish construction company gama endustri tesisleri imalat ve montaj as .,neutral
"the other two sellers were the finnish national fund for r&d ( sitra ) and oras invest oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",neutral
"the outsourcing agreement , which covers equipment and depots in turku and tampere , will run for five years , cramo said on thursday .",neutral
the owners who have participated in the business operations of the company will continue in poyry 's employment after the transaction .,neutral
the parties have therefore agreed to leave avena out of the deal .,neutral
the passenger tunnel is expected to be put into operation in 2009 .,neutral
"the permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral
"the personnel reduction will be carried out in anjalankoski , hollola , jyvaskyla , jarvenpaa , karhula , turku and valkeakoski units .",negative
the personnel s expertise and high level of technology play a major role in exel composites operations .,neutral
the plant is expected to enter commercial operation by mid-2009 .,neutral
the plant is expected to start production in the first half of 2007 .,neutral
the plant will collect raw material from the baltic sea region .,neutral
"the plant will go on stream in november 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral
"the platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral
the platform would continue to be the development framework for symbian and meego .,neutral
"the point village , designed by scott tallon walker , will include a shopping center , office premises , a hotel and a cinema .",neutral
"the port facilities ' throughput is 250,000 teus and 7.5 mln tons of general cargo .",neutral
the power generated annually by loviisa covers about 10 % of finland 's electricity consumption .,neutral
"the power supplies , dc power systems and inverters designed and manufactured by efore , and systems incorporating them are used in many different applications .",neutral
the presentation material can be viewed on the company 's website in english after the conference .,neutral
the previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral
the price of gmo soy is 5 % -7 % lower than that of non-gmo .,neutral
the prices of stainless steel also rose in europe .,neutral
"the process products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in china , south america , and saudi arabia .",neutral
